Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.1-201.143.78.101-312-31432-6,201.143.78.101,31432,192.168.1.1,312,6,15/01/2025 11:15:04 PM,0,2,1,216.0,108.0,108.0,108.0,108.0,0.0,108.0,108.0,108.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,108.0,108.0,108.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,144.0,108.0,108.0,0,0,0,0,0,0,2,216,1,108,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-42.94.61.101-151-51889-6,42.94.61.101,51889,192.168.1.1,151,6,15/01/2025 11:15:06 PM,0,3,1,318.0,106.0,106.0,106.0,106.0,0.0,106.0,106.0,106.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,60,20,0.0,0.0,106.0,106.0,106.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,132.5,106.0,106.0,0,0,0,0,0,0,3,318,1,106,-1,8192,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-62.36.165.202-264-9836-6,62.36.165.202,9836,192.168.1.1,264,6,15/01/2025 11:15:04 PM,0,1,1,151.0,151.0,151.0,151.0,151.0,0.0,151.0,151.0,151.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,151.0,151.0,151.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,226.5,151.0,151.0,0,0,0,0,0,0,1,151,1,151,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-72.175.194.102-243-54111-6,72.175.194.102,54111,192.168.1.1,243,6,15/01/2025 11:15:06 PM,0,2,1,290.0,145.0,145.0,145.0,145.0,0.0,145.0,145.0,145.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,145.0,145.0,145.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,193.33333333333334,145.0,145.0,0,0,0,0,0,0,2,290,1,145,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
165.64.121.89-192.168.1.1-28148-369-6,165.64.121.89,28148,192.168.1.1,369,6,15/01/2025 11:15:07 PM,0,1,1,138.0,138.0,138.0,138.0,138.0,0.0,138.0,138.0,138.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,138.0,138.0,138.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,207.0,138.0,138.0,0,0,0,0,0,0,1,138,1,138,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-78.30.192.40-178-56733-6,78.30.192.40,56733,192.168.1.1,178,6,15/01/2025 11:15:05 PM,0,1,1,54.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,54.0,54.0,54.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,81.0,54.0,54.0,0,0,0,0,0,0,1,54,1,54,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-221.216.39.212-439-50910-6,221.216.39.212,50910,192.168.1.1,439,6,15/01/2025 11:15:02 PM,0,1,1,167.0,167.0,167.0,167.0,167.0,0.0,167.0,167.0,167.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,167.0,167.0,167.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,250.5,167.0,167.0,0,0,0,0,0,0,1,167,1,167,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-66.149.204.19-134-43849-6,66.149.204.19,43849,192.168.1.1,134,6,15/01/2025 11:15:06 PM,0,1,1,73.0,73.0,73.0,73.0,73.0,0.0,73.0,73.0,73.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,73.0,73.0,73.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,109.5,73.0,73.0,0,0,0,0,0,0,1,73,1,73,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-81.41.177.206-330-33953-6,81.41.177.206,33953,192.168.1.1,330,6,15/01/2025 11:15:03 PM,0,1,1,105.0,105.0,105.0,105.0,105.0,0.0,105.0,105.0,105.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,105.0,105.0,105.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,157.5,105.0,105.0,0,0,0,0,0,0,1,105,1,105,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-252.62.111.183-428-14528-6,252.62.111.183,14528,192.168.1.1,428,6,15/01/2025 11:15:02 PM,0,2,1,100.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,66.66666666666667,50.0,50.0,0,0,0,0,0,0,2,100,1,50,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
186.125.12.93-192.168.1.1-50152-87-6,186.125.12.93,50152,192.168.1.1,87,6,15/01/2025 11:15:08 PM,0,2,1,284.0,142.0,142.0,142.0,142.0,0.0,142.0,142.0,142.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,142.0,142.0,142.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,189.33333333333334,142.0,142.0,0,0,0,0,0,0,2,284,1,142,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
147.220.206.160-192.168.1.1-26898-339-6,147.220.206.160,26898,192.168.1.1,339,6,15/01/2025 11:15:02 PM,0,1,1,136.0,136.0,136.0,136.0,136.0,0.0,136.0,136.0,136.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,136.0,136.0,136.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,204.0,136.0,136.0,0,0,0,0,0,0,1,136,1,136,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
165.106.160.153-192.168.1.1-30458-138-6,165.106.160.153,30458,192.168.1.1,138,6,15/01/2025 11:15:07 PM,0,2,1,172.0,86.0,86.0,86.0,86.0,0.0,86.0,86.0,86.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,86.0,86.0,86.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,114.66666666666667,86.0,86.0,0,0,0,0,0,0,2,172,1,86,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-28.250.173.27-214-12358-6,28.250.173.27,12358,192.168.1.1,214,6,15/01/2025 11:15:04 PM,0,1,1,169.0,169.0,169.0,169.0,169.0,0.0,169.0,169.0,169.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,169.0,169.0,169.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,253.5,169.0,169.0,0,0,0,0,0,0,1,169,1,169,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
178.242.209.1-192.168.1.1-3292-388-6,178.242.209.1,3292,192.168.1.1,388,6,15/01/2025 11:15:06 PM,0,1,1,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,62.0,62.0,62.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,93.0,62.0,62.0,0,0,0,0,0,0,1,62,1,62,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
159.76.82.245-192.168.1.1-7179-260-6,159.76.82.245,7179,192.168.1.1,260,6,15/01/2025 11:15:06 PM,0,1,1,190.0,190.0,190.0,190.0,190.0,0.0,190.0,190.0,190.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,190.0,190.0,190.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,285.0,190.0,190.0,0,0,0,0,0,0,1,190,1,190,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-97.71.172.85-392-53903-6,97.71.172.85,53903,192.168.1.1,392,6,15/01/2025 11:15:04 PM,0,2,1,182.0,91.0,91.0,91.0,91.0,0.0,91.0,91.0,91.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,91.0,91.0,91.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,121.33333333333333,91.0,91.0,0,0,0,0,0,0,2,182,1,91,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
175.153.198.20-192.168.1.1-52145-183-6,175.153.198.20,52145,192.168.1.1,183,6,15/01/2025 11:15:07 PM,0,1,1,52.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,78.0,52.0,52.0,0,0,0,0,0,0,1,52,1,52,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-58.71.23.41-283-30856-6,58.71.23.41,30856,192.168.1.1,283,6,15/01/2025 11:15:05 PM,0,1,1,67.0,67.0,67.0,67.0,67.0,0.0,67.0,67.0,67.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,67.0,67.0,67.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,100.5,67.0,67.0,0,0,0,0,0,0,1,67,1,67,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-103.21.119.14-227-15594-6,103.21.119.14,15594,192.168.1.1,227,6,15/01/2025 11:15:07 PM,0,1,1,136.0,136.0,136.0,136.0,136.0,0.0,136.0,136.0,136.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,136.0,136.0,136.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,204.0,136.0,136.0,0,0,0,0,0,0,1,136,1,136,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-99.87.68.149-310-31866-6,99.87.68.149,31866,192.168.1.1,310,6,15/01/2025 11:15:05 PM,0,2,1,354.0,177.0,177.0,177.0,177.0,0.0,177.0,177.0,177.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,177.0,177.0,177.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,236.0,177.0,177.0,0,0,0,0,0,0,2,354,1,177,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-105.4.107.85-290-55475-6,105.4.107.85,55475,192.168.1.1,290,6,15/01/2025 11:15:08 PM,0,2,1,296.0,148.0,148.0,148.0,148.0,0.0,148.0,148.0,148.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,148.0,148.0,148.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,197.33333333333334,148.0,148.0,0,0,0,0,0,0,2,296,1,148,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
186.15.160.154-192.168.1.1-9205-325-6,186.15.160.154,9205,192.168.1.1,325,6,15/01/2025 11:15:04 PM,0,1,1,56.0,56.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,56.0,56.0,56.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,84.0,56.0,56.0,0,0,0,0,0,0,1,56,1,56,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-127.91.71.36-220-53937-6,127.91.71.36,53937,192.168.1.1,220,6,15/01/2025 11:15:05 PM,0,3,1,282.0,94.0,94.0,94.0,94.0,0.0,94.0,94.0,94.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,60,20,0.0,0.0,94.0,94.0,94.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,117.5,94.0,94.0,0,0,0,0,0,0,3,282,1,94,-1,8192,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-222.86.225.69-406-12437-6,222.86.225.69,12437,192.168.1.1,406,6,15/01/2025 11:15:04 PM,0,1,1,192.0,192.0,192.0,192.0,192.0,0.0,192.0,192.0,192.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,192.0,192.0,192.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,288.0,192.0,192.0,0,0,0,0,0,0,1,192,1,192,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-241.111.11.151-215-41410-6,241.111.11.151,41410,192.168.1.1,215,6,15/01/2025 11:15:06 PM,0,1,1,140.0,140.0,140.0,140.0,140.0,0.0,140.0,140.0,140.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,140.0,140.0,140.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,210.0,140.0,140.0,0,0,0,0,0,0,1,140,1,140,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
174.177.158.25-192.168.1.1-42921-236-6,174.177.158.25,42921,192.168.1.1,236,6,15/01/2025 11:15:02 PM,0,2,1,356.0,178.0,178.0,178.0,178.0,0.0,178.0,178.0,178.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,178.0,178.0,178.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,237.33333333333334,178.0,178.0,0,0,0,0,0,0,2,356,1,178,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-205.217.198.70-286-32252-6,205.217.198.70,32252,192.168.1.1,286,6,15/01/2025 11:15:06 PM,0,1,1,159.0,159.0,159.0,159.0,159.0,0.0,159.0,159.0,159.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,159.0,159.0,159.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,238.5,159.0,159.0,0,0,0,0,0,0,1,159,1,159,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-33.14.4.100-415-27080-6,33.14.4.100,27080,192.168.1.1,415,6,15/01/2025 11:15:03 PM,0,1,1,55.0,55.0,55.0,55.0,55.0,0.0,55.0,55.0,55.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,55.0,55.0,55.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,82.5,55.0,55.0,0,0,0,0,0,0,1,55,1,55,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-25.109.37.55-253-43109-6,25.109.37.55,43109,192.168.1.1,253,6,15/01/2025 11:15:07 PM,0,2,1,292.0,146.0,146.0,146.0,146.0,0.0,146.0,146.0,146.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,146.0,146.0,146.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,194.66666666666666,146.0,146.0,0,0,0,0,0,0,2,292,1,146,-1,8192,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-215.51.24.235-200-1657-6,215.51.24.235,1657,192.168.1.1,200,6,15/01/2025 11:15:05 PM,0,1,1,182.0,182.0,182.0,182.0,182.0,0.0,182.0,182.0,182.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,182.0,182.0,182.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,273.0,182.0,182.0,0,0,0,0,0,0,1,182,1,182,-1,8192,1,0,0,0,0,0,0,0,0,0,No Label
